NULL,NULL,NULL,"Icelandic",0,"is"
NULL,NULL,NULL,"Ido",0,"io"
NULL,NULL,NULL,"Sichuan Yi; Nuosu",0,"ii"
NULL,NULL,NULL,"Inuktitut",0,"iu"
NULL,NULL,NULL,"Interlingue; Occidental",0,"ie"
NULL,NULL,NULL,"Interlingua",0,"ia"
NULL,NULL,NULL,"Indonesian",0,"id"
NULL,NULL,NULL,"Inupiaq",0,"ik"
NULL,NULL,NULL,"Icelandic",0,"is"
NULL,NULL,NULL,"Italian",0,"it"
NULL,NULL,NULL,"Javanese",0,"jv"
NULL,NULL,NULL,"Japanese",0,"ja"
NULL,NULL,NULL,"Kalaallisut; Greenlandic",0,"kl"
NULL,NULL,NULL,"Kannada",0,"kn"
NULL,NULL,NULL,"Kashmiri",0,"ks"
NULL,NULL,NULL,"Georgian",0,"ka"
NULL,NULL,NULL,"Kanuri",0,"kr"
NULL,NULL,NULL,"Kazakh",0,"kk"
NULL,NULL,NULL,"Central Khmer",0,"km"
NULL,NULL,NULL,"Kikuyu; Gikuyu",0,"ki"
NULL,NULL,NULL,"Kinyarwanda",0,"rw"
NULL,NULL,NULL,"Kirghiz; Kyrgyz",0,"ky"
NULL,NULL,NULL,"Komi",0,"kv"
NULL,NULL,NULL,"Kongo",0,"kg"
NULL,NULL,NULL,"Korean",0,"ko"
NULL,NULL,NULL,"Kuanyama; Kwanyama",0,"kj"
NULL,NULL,NULL,"Kurdish",0,"ku"
NULL,NULL,NULL,"Lao",0,"lo"
NULL,NULL,NULL,"Latin",0,"la"
NULL,NULL,NULL,"Latvian",0,"lv"
NULL,NULL,NULL,"Limburgan; Limburger; Limburgish",0,"li"
NULL,NULL,NULL,"Lingala",0,"ln"
NULL,NULL,NULL,"Lithuanian",0,"lt"
NULL,NULL,NULL,"Luxembourgish; Letzeburgesch",0,"lb"
NULL,NULL,NULL,"Luba-Katanga",0,"lu"
NULL,NULL,NULL,"Ganda",0,"lg"
NULL,NULL,NULL,"Macedonian",0,"mk"
NULL,NULL,NULL,"Marshallese",0,"mh"
NULL,NULL,NULL,"Malayalam",0,"ml"
NULL,NULL,NULL,"Maori",0,"mi"
NULL,NULL,NULL,"Marathi",0,"mr"
NULL,NULL,NULL,"Malay",0,"ms"
NULL,NULL,NULL,"Macedonian",0,"mk"
NULL,NULL,NULL,"Malagasy",0,"mg"
NULL,NULL,NULL,"Maltese",0,"mt"
NULL,NULL,NULL,"Mongolian",0,"mn"
NULL,NULL,NULL,"Maori",0,"mi"
NULL,NULL,NULL,"Malay",0,"ms"
NULL,NULL,NULL,"Burmese",0,"my"
NULL,NULL,NULL,"Nauru",0,"na"
NULL,NULL,NULL,"Navajo; Navaho",0,"nv"
NULL,NULL,NULL,"Ndebele, South; South Ndebele",0,"nr"
NULL,NULL,NULL,"Ndebele, North; North Ndebele",0,"nd"
NULL,NULL,NULL,"Ndonga",0,"ng"
NULL,NULL,NULL,"Nepali",0,"ne"
NULL,NULL,NULL,"Dutch; Flemish",0,"nl"
NULL,NULL,NULL,"Norwegian Nynorsk; Nynorsk, Norwegian",0,"nn"
NULL,NULL,NULL,"Bokmål, Norwegian; Norwegian Bokmål",0,"nb"
NULL,NULL,NULL,"Norwegian",0,"no"
NULL,NULL,NULL,"Chichewa; Chewa; Nyanja",0,"ny"
NULL,NULL,NULL,"Occitan (post 1500)",0,"oc"
NULL,NULL,NULL,"Ojibwa",0,"oj"
NULL,NULL,NULL,"Oriya",0,"or"
NULL,NULL,NULL,"Oromo",0,"om"
NULL,NULL,NULL,"Ossetian; Ossetic",0,"os"
NULL,NULL,NULL,"Panjabi; Punjabi",0,"pa"
NULL,NULL,NULL,"Persian",0,"fa"
NULL,NULL,NULL,"Pali",0,"pi"
NULL,NULL,NULL,"Polish",0,"pl"
NULL,NULL,NULL,"Portuguese",0,"pt"
NULL,NULL,NULL,"Pushto; Pashto",0,"ps"
NULL,NULL,NULL,"Quechua",0,"qu"
NULL,NULL,NULL,"Romansh",0,"rm"
NULL,NULL,NULL,"Romanian; Moldavian; Moldovan",0,"ro"
NULL,NULL,NULL,"Romanian; Moldavian; Moldovan",0,"ro"
NULL,NULL,NULL,"Rundi",0,"rn"
NULL,NULL,NULL,"Russian",0,"ru"
NULL,NULL,NULL,"Sango",0,"sg"
NULL,NULL,NULL,"Sanskrit",0,"sa"
NULL,NULL,NULL,"Sinhala; Sinhalese",0,"si"
NULL,NULL,NULL,"Slovak",0,"sk"
NULL,NULL,NULL,"Slovak",0,"sk"
NULL,NULL,NULL,"Slovenian",0,"sl"
NULL,NULL,NULL,"Northern Sami",0,"se"
NULL,NULL,NULL,"Samoan",0,"sm"
NULL,NULL,NULL,"Shona",0,"sn"
NULL,NULL,NULL,"Sindhi",0,"sd"
NULL,NULL,NULL,"Somali",0,"so"
NULL,NULL,NULL,"Sotho, Southern",0,"st"
NULL,NULL,NULL,"Spanish; Castilian",0,"es"
NULL,NULL,NULL,"Albanian",0,"sq"
NULL,NULL,NULL,"Sardinian",0,"sc"
NULL,NULL,NULL,"Serbian",0,"sr"
NULL,NULL,NULL,"Swati",0,"ss"
NULL,NULL,NULL,"Sundanese",0,"su"
NULL,NULL,NULL,"Swahili",0,"sw"
NULL,NULL,NULL,"Swedish",0,"sv"
NULL,NULL,NULL,"Tahitian",0,"ty"
NULL,NULL,NULL,"Tamil",0,"ta"
NULL,NULL,NULL,"Tatar",0,"tt"
NULL,NULL,NULL,"Telugu",0,"te"
NULL,NULL,NULL,"Tajik",0,"tg"
NULL,NULL,NULL,"Tagalog",0,"tl"
NULL,NULL,NULL,"Thai",0,"th"
NULL,NULL,NULL,"Tibetan",0,"bo"
NULL,NULL,NULL,"Tigrinya",0,"ti"
NULL,NULL,NULL,"Tonga (Tonga Islands)",0,"to"
NULL,NULL,NULL,"Tswana",0,"tn"
NULL,NULL,NULL,"Tsonga",0,"ts"
NULL,NULL,NULL,"Turkmen",0,"tk"
NULL,NULL,NULL,"Turkish",0,"tr"
NULL,NULL,NULL,"Twi",0,"tw"
NULL,NULL,NULL,"Uighur; Uyghur",0,"ug"
NULL,NULL,NULL,"Ukrainian",0,"uk"
NULL,NULL,NULL,"Urdu",0,"ur"
NULL,NULL,NULL,"Uzbek",0,"uz"
NULL,NULL,NULL,"Venda",0,"ve"
NULL,NULL,NULL,"Vietnamese",0,"vi"
NULL,NULL,NULL,"Volapük",0,"vo"
NULL,NULL,NULL,"Welsh",0,"cy"
NULL,NULL,NULL,"Walloon",0,"wa"
NULL,NULL,NULL,"Wolof",0,"wo"
NULL,NULL,NULL,"Xhosa",0,"xh"
NULL,NULL,NULL,"Yiddish",0,"yi"
NULL,NULL,NULL,"Yoruba",0,"yo"
NULL,NULL,NULL,"Zhuang; Chuang",0,"za"
NULL,NULL,NULL,"Chinese",0,"zh"
NULL,NULL,NULL,"Zulu",0,"zu"
